BinCenter;Histo01;Histo02;Histo03;Histo04
67546.5;17;22;22;0
67559.5;16;31;31;0
67572.5;24;26;26;0
67585.5;20;19;19;0
67598.5;18;28;28;0
67611.5;14;28;28;0
67624.5;14;16;16;0
67637.5;23;28;28;0
67650.5;9;17;17;0
67663.5;14;19;19;0
67676.5;18;15;15;0
67689.5;13;20;20;0
67702.5;18;15;15;0
67715.5;11;17;17;0
67728.5;15;23;23;0
67741.5;22;19;19;0
67754.5;12;24;24;0
67767.5;13;23;23;0
67780.5;13;22;22;0
67793.5;14;21;21;0
67806.5;16;18;18;0
67819.5;20;18;18;0
67832.5;18;18;18;0
67845.5;18;21;21;0
67858.5;12;14;14;0
67871.5;10;31;31;0
67884.5;16;21;21;0
67897.5;8;14;14;0
67910.5;17;18;18;0
67923.5;16;25;25;0
67936.5;16;21;21;0
67949.5;12;12;12;0
67962.5;14;12;12;0
67975.5;11;23;23;0
67988.5;16;26;26;0
68001.5;11;29;29;0
68014.5;17;20;20;0
68027.5;13;28;28;0
68040.5;11;28;28;0
68053.5;16;24;24;0
68066.5;17;15;15;0
68079.5;20;14;14;0
68092.5;21;15;15;0
68105.5;13;21;21;0
68118.5;15;29;29;0
68131.5;19;17;17;0
68144.5;23;27;27;0
68157.5;16;17;17;0
68170.5;9;25;25;0
68183.5;17;19;19;0
68196.5;7;12;12;0
68209.5;17;19;19;0
68222.5;12;10;10;0
68235.5;12;16;16;0
68248.5;11;17;17;0
68261.5;19;18;18;0
68274.5;10;14;14;0
68287.5;14;15;15;0
68300.5;11;12;12;0
68313.5;16;19;19;0
68326.5;12;16;16;0
68339.5;16;18;18;0
68352.5;16;22;22;0
68365.5;12;15;15;0
68378.5;15;23;23;0
68391.5;13;21;21;0
68404.5;13;14;14;0
68417.5;17;10;10;0
68430.5;18;20;20;0
68443.5;10;22;22;0
68456.5;14;14;14;0
68469.5;8;10;10;0
68482.5;19;12;12;0
68495.5;14;15;15;0
68508.5;17;14;14;0
68521.5;15;20;20;0
68534.5;10;16;16;0
68547.5;14;21;21;0
68560.5;12;18;18;0
68573.5;11;19;19;0
68586.5;12;17;17;0
68599.5;12;17;17;0
68612.5;17;12;12;0
68625.5;10;22;22;0
68638.5;14;15;15;0
68651.5;17;9;9;0
68664.5;11;18;18;0
68677.5;9;21;21;0
68690.5;13;11;11;0
68703.5;8;7;7;0
68716.5;8;15;15;0
68729.5;10;11;11;0
68742.5;6;21;21;0
68755.5;8;15;15;0
68768.5;11;9;9;0
68781.5;12;13;13;0
68794.5;6;15;15;0
68807.5;4;10;10;0
68820.5;17;16;16;0
68833.5;10;16;16;0
68846.5;11;15;15;0
68859.5;14;19;19;0
68872.5;10;12;12;0
68885.5;19;19;19;0
68898.5;7;17;17;0
68911.5;10;11;11;0
68924.5;21;19;19;0
68937.5;12;12;12;0
68950.5;4;15;15;0
68963.5;10;16;16;0
68976.5;8;11;11;0
68989.5;12;19;19;0
69002.5;11;12;12;0
69015.5;10;15;15;0
69028.5;9;14;14;0
69041.5;13;18;18;0
69054.5;7;19;19;0
69067.5;12;14;14;0
69080.5;13;19;19;0
69093.5;7;13;13;0
69106.5;10;18;18;0
69119.5;9;19;19;0
69132.5;10;15;15;0
69145.5;9;8;8;0
69158.5;3;19;19;0
69171.5;14;9;9;0
69184.5;10;16;16;0
69197.5;5;20;20;0
69210.5;12;15;15;0
69223.5;11;14;14;0
69236.5;10;16;16;0
69249.5;6;9;9;0
69262.5;11;15;15;0
69275.5;10;13;13;0
69288.5;7;11;11;0
69301.5;7;19;19;0
69314.5;11;12;12;0
69327.5;11;15;15;0
69340.5;11;14;14;0
69353.5;11;12;12;0
69366.5;8;12;12;0
69379.5;10;15;15;0
69392.5;14;18;18;0
69405.5;11;15;15;0
69418.5;10;14;14;0
69431.5;13;10;10;0
69444.5;6;13;13;0
69457.5;7;9;9;0
69470.5;7;13;13;0
69483.5;11;14;14;0
69496.5;10;15;15;0
69509.5;15;18;18;0
69522.5;17;12;12;0
69535.5;6;11;11;0
69548.5;6;14;14;0
69561.5;7;11;11;0
69574.5;8;15;15;0
69587.5;7;13;13;0
69600.5;10;12;12;0
69613.5;8;14;14;0
69626.5;13;11;11;0
69639.5;10;18;18;0
69652.5;9;14;14;0
69665.5;3;13;13;0
69678.5;7;12;12;0
69691.5;9;10;10;0
69704.5;10;3;3;0
69717.5;6;9;9;0
69730.5;8;13;13;0
69743.5;10;7;7;0
69756.5;10;13;13;0
69769.5;8;8;8;0
69782.5;7;12;12;0
69795.5;8;9;9;0
69808.5;11;11;11;0
69821.5;10;9;9;0
69834.5;6;10;10;0
69847.5;9;9;9;0
69860.5;11;11;11;0
69873.5;6;9;9;0
69886.5;12;10;10;0
69899.5;10;11;11;0
69912.5;10;13;13;0
69925.5;8;16;16;0
69938.5;8;9;9;0
69951.5;12;9;9;0
69964.5;11;6;6;0
69977.5;14;6;6;0
69990.5;11;13;13;0
70003.5;7;15;15;0
